"Table 210-06306 : Employed persons by industry of main employment, age and sex",,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
Age group,,,15 - 24,15 - 24,15 - 24,15 - 24,15 - 24,15 - 24,25 - 39,25 - 39,25 - 39,25 - 39,25 - 39,25 - 39,40 and over,40 and over,40 and over,40 and over,40 and over,40 and over,15 and over,15 and over,15 and over,15 and over,15 and over,15 and over
Sex,,,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes
 , , ,Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1)
,,,No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%)
Year,Quarter,Industry of main employment (2) (3),,,,,,,,,,,,,,,,,,,,,,,,
2017,,Manufacturing,3.7,2.8,1.6,1.1,5.2,1.9,16.5,2.6,9.0,1.2,25.5,1.8,54.1,4.6,26.8,2.7,80.9,3.7,74.3,3.9,37.3,2.0,111.7,2.9
2017,,Construction,17.6,13.6,2.3,1.6,19.9,7.3,92.3,14.6,10.5,1.4,102.7,7.3,199.8,17.1,20.3,2.0,220.2,10.2,309.8,16.0,33.0,1.7,342.8,8.9
2017,,Import/export trade and wholesale,7.3,5.6,7.4,5.2,14.7,5.4,64.8,10.2,85.9,11.2,150.7,10.8,151.9,13.0,133.3,13.4,285.2,13.2,224.0,11.6,226.6,11.9,450.6,11.8
2017,,"Retail, accommodation and food services (4)",36.2,27.8,40.9,28.8,77.1,28.3,94.7,15.0,114.7,15.0,209.4,15.0,140.6,12.0,211.9,21.3,352.5,16.3,271.4,14.1,367.5,19.3,638.9,16.7
2017,,"Transportation, storage, postal and courier services, information and communications",17.2,13.2,11.4,8.0,28.6,10.5,104.7,16.5,50.9,6.6,155.6,11.1,216.1,18.5,54.3,5.5,270.4,12.5,338.0,17.5,116.6,6.1,454.6,11.9
2017,,"Financing, insurance, real estate, professional and business services",22.1,17.0,25.4,17.8,47.5,17.4,146.4,23.1,143.7,18.8,290.2,20.7,231.0,19.8,211.9,21.3,442.9,20.5,399.5,20.7,381.0,20.0,780.5,20.4
2017,,"Public administration, social and personal services",25.3,19.4,53.1,37.3,78.4,28.8,109.1,17.2,350.1,45.7,459.2,32.8,162.1,13.9,332.5,33.5,494.5,22.9,296.5,15.4,735.6,38.7,1032.1,26.9
2018,,Manufacturing,2.5,2.0,1.6,1.2,4.2,1.6,15.4,2.4,7.4,1.0,22.7,1.6,52.0,4.4,24.8,2.4,76.8,3.5,70.0,3.6,33.8,1.7,103.8,2.7
2018,,Construction,18.4,14.6,1.5,1.1,19.9,7.6,93.1,14.6,11.9,1.5,105.0,7.5,204.0,17.2,23.4,2.3,227.3,10.3,315.5,16.2,36.8,1.9,352.3,9.1
2018,,Import/export trade and wholesale,6.5,5.2,7.4,5.5,13.9,5.3,61.6,9.7,79.6,10.4,141.2,10.0,159.6,13.4,132.5,12.9,292.1,13.2,227.8,11.7,219.5,11.3,447.3,11.5
2018,,"Retail, accommodation and food services (4)",33.7,26.6,38.0,28.1,71.7,27.4,98.1,15.4,115.5,15.0,213.6,15.2,139.4,11.7,208.2,20.2,347.6,15.7,271.2,13.9,361.7,18.7,632.9,16.3
